word,boundaries,gloss,lemma,POS,,,
unet,unet,ещё,unet,ADV,,,
umtew,umte-w,яйцо.птичье-acc,,NOUN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
848,,,,,,,
badəjan tewren ač ičisenčele.,,,,,,,
"Лиса, не глядя, хапнула на лету.",,,,,,,
,,,,,,,
badəjan,badəjan,,,,,,
tewren,tew-re-n,поймать-nfut-3sg,,VERB,,,
ač,ač,neg,eč,PART,,,
ičisenčele,ičisenčele,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
849,,,,,,,
"tadut čakamtan, oŋetləi jawuč gubgenəken.",,,,,,,
"Тут же чавкает, сама гундит что-то через нос.",,,,,,,
,,,,,,,
tadut,ta-du=t,dem.dist-dat=foc,tarak,ADV,,,
čakamtan,čakamtan,,,,,,
",",,,,PUNCT,,,
oŋetləi,oŋetləi,,,,,,
jawuč,ja=wuč,что=indef,,NOUN,,,
gubgenəken,gubgenəken,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
850,,,,,,,
"nanda ukel kokčinďi, itči-de urepu urtew kolkekellen, ogerelďi turu ulnəken, təmnemek terintekin tətkačiken.",,,,,,,
"Потом когтями, зубами стада кору сдирать, лапами землю рыть, только ошметки летят в разные стороны.",,,,,,,
,,,,,,,
nanda,nan=da,и=add,ɲan,CCONJ,,,
ukel,ukel,уже,ukal,ADV,,,
kokčinďi,kokčinďi,,,,,,
",",,,,PUNCT,,,
itči-de,,,,,,,
itči,itči,,,,,,
de,de,,,,,,
urepu,urep-acc,прежний-acc,urep,ADJ,,,
urtew,urtew,,,,,,
kolkekellen,kolkekellen,,,,,,
",",,,,PUNCT,,,
ogerelďi,ogerelďi,,,,,,
turu,tur-u,земля-acc,tɵr,NOUN,,,
ulnəken,ulnəken,,,,,,
",",,,,PUNCT,,,
təmnemek,təmnemek,,,,,,
terintekin,terin-teki-n,оба-dir-poss.3sg,,NUM,,,
tətkačiken,tətka-či-ken,брызгать-res-term,,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
851,,,,,,,
akuwriďi gusete nan bun čelewen umten itendu.,,,,,,,
Ошалелая Орлица отдала все яйца до последнего.,,,,,,,
,,,,,,,
akuwriďi,akuw-riďi,ошалеть-ant.sg,akuwdaj,VERB,,,
gusete,gusete,орел,gusete,NOUN,,,
nan,nan,и,,CCONJ,,,
bun,bu-⊘-n,давать-nfut-3sg,,VERB,,,
čelewen,čelewen,,,ADJ,,,
umten,umte-n,яйцо.птичье-poss.3sg,,NOUN,,,
itendu,i-ten=du,dem.q-poss.3pl=quant,irek,PRON,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
852,,,,,,,
"ulesi mannəďi, irekegle meluŋčin, kolkatten dəlduki koŋikelbe, tegele usiŋetten:",,,,,,,
"Лиса же под конец отбежала к кустам, сорвала с ушей трубки, швырнула их подальше.",,,,,,,
,,,,,,,
ulesi,ule=si,лиса=emph,uličan,PROPN,,,
mannəďi,man-nəďi,доесть-ant.sg,mandaj,VERB,,,
",",,,,PUNCT,,,
irekegle,irekeg-le,роща-loc,,NOUN,,,
meluŋčin,meluŋči-∅-n,прыгнуть-nfut-3sg,meluŋčidej,VERB,,,
",",,,,PUNCT,,,
kolkatten,kolkatten,,,,,,
dəlduki,dəlduki,,,,,,
koŋikelbe,koŋikelbe,,,,,,
",",,,,PUNCT,,,
tegele,tege-le,даль-loc,tege,NOUN,,,
usiŋetten,usiŋetten,,,,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
853,,,,,,,
- tək er kojetlə...,,,,,,,
— Вот теперь посмотри...,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
tək,tək,сейчас,t'ek,ADV,,,
er,er,dem.prox,erek,ADV,,,
kojetlə,kojet-lə,смотреть-imp,kojedej,VERB,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
854,,,,,,,
tabač on tačin ɲočeč təkukenďin bučutlač mow?!,,,,,,,
Ну как же можно сохлой травой дерево свалить?!,,,,,,,
,,,,,,,
tabač,tabač,а.это,tabač,ADV,,,
on,on,как,on,ADV,,,
tačin,tačin,так,tačin,ADV,,,
ɲočeč,ɲočeč,,,,,,
təkukenďin,təkukenďin,,,,,,
bučutlač,bučutlač,,,,,,
mow,mo-w,дерево-acc,mo,NOUN,,,
?,,,,PUNCT,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
855,,,,,,,
"tətel erew amčis, emi deggotte, odəda ujlə, asukutkan ɲanindulə!",,,,,,,
"Знала бы давно про это, если бы не летала, да ещё высоко, ну аж до небес!",,,,,,,
,,,,,,,
tətel,tətel,прежде,,ADV,,,
erew,ere-w,dem.prox-acc,erek,ADV,,,
amčis,amčis,,,,,,
",",,,,PUNCT,,,
emi,e-mi,neg.aux-cond.ss,edej,VERB,,,
deggotte,deggotte,,,,,,
",",,,,PUNCT,,,
odəda,odəda,вовсе,,ADV,,,
ujlə,ujlə,,,,,,
",",,,,PUNCT,,,
asukutkan,asuku=tkan,чуть.не=restr,asukut,ADV,,,
ɲanindulə,ɲanin-dulə,небо-loc,,NOUN,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
856,,,,,,,
"ge čas, bidlə tək, - irgei kiɲarkinnə nan irennegle.",,,,,,,
"Ну ладно, сиди теперь, - хвост трубой и - в чащобу.",,,,,,,
,,,,,,,
ge,ge,ну,ge,PART,,,
čas,čas,нуčas,,PART,,,
",",,,,PUNCT,,,
bidlə,bi-d-lə,быть-prog-imp,bidej,VERB,,,
tək,tək,сейчас,t'ek,ADV,,,
",",,,,PUNCT,,,
-,,,,PUNCT,,,
irgei,irge-i,хвост-poss.refl.sg,,NOUN,,,
kiɲarkinnə,kiɲa-r-ki-n-nə,держать.хвост.торчком-intr-plur-nfut-3sg,,VERB,,,
nan,nan,и,,CCONJ,,,
irennegle,irennegle,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
857,,,,,,,
"otel koiwča gusete, elekes unuriďi, badəra uledu dabdewčai, bakadla ičulən nan tadut čoralun.",,,,,,,
"Орлица, поняв, что Лиса ловко провела её, высмотрела и схватила пройдоху.",,,,,,,
,,,,,,,
otel,otel,раньше,ɵtel,ADV,,,
koiwča,koi-w-ča,обхитрить-ad-ptc.pst,,VERB,,,
gusete,gusete,орел,gusete,NOUN,,,
",",,,,PUNCT,,,
elekes,elekes,сперва,elekes,ADV,,,
unuriďi,unuriďi,,,,,,
",",,,,PUNCT,,,
badəra,badəra,,,,,,
uledu,ule-du,лиса-dat,uličan,PROPN,,,
dabdewčai,dabdewčai,,,,,,
",",,,,PUNCT,,,
bakadla,baka-d-la,находить-prog-cvb,baktaj,VERB,,,
ičulən,ičulən,,,,,,
nan,nan,и,,CCONJ,,,
tadut,ta-du=t,dem.dist-dat=foc,tarak,ADV,,,
čoralun,čoralun,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
858,,,,,,,
"degellen tegele ugeski ɲanin mudeklan, tur ičuleken oron isen dəďin.",,,,,,,
"Взлетела к краю небес, так высоко, что земля стала со шкуру оленя.",,,,,,,
,,,,,,,
degellen,dege-l-le-n,лететь-inch-nfut-3sg,дэгдэй,VERB,,,
tegele,tege-le,даль-loc,tege,NOUN,,,
ugeski,ugeski,напротив,ugeski,ADV,,,
ɲanin,ɲanin,небо,ɲanin,NOUN,,,
mudeklan,mudeklan,,,,,,
",",,,,PUNCT,,,
tur,tur,земля,tɵr,NOUN,,,
ičuleken,ičuleken,,,,,,
oron,oron,олень,oran,NOUN,,,
isen,ise-n,шкура.оленя-poss.3sg,,NOUN,,,
dəďin,dəďin,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
859,,,,,,,
tar tadumak multun ulew ogerelduki.,,,,,,,
И только тогда выпустила Лису из когтей.,,,,,,,
,,,,,,,
tar,tar,dem.dist,tarak,ADV,,,
tadumak,tadumak,,,,,,
multun,multu-∅-n,освободить-nfut-3sg,multudaj,VERB,,,
ulew,ule-w,лиса-acc,uličan,PROPN,,,
ogerelduki,ogerelduki,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
860,,,,,,,
urep nan degusnen inŋuləgčin ɲanin erdelən asapar awaskiwuč.,,,,,,,
"И полетела та лёгкой пушинкой по поднебесью, и сама не помнит куда.",,,,,,,
,,,,,,,
urep,urep,прежний,ɵrep,ADJ,,,
nan,nan,и,,CCONJ,,,
degusnen,degusnen,,,,,,
inŋuləgčin,inŋuləgčin,,,,,,
ɲanin,ɲanin,небо,ɲanin,NOUN,,,
erdelən,erdelən,низ-loc-poss.3sg,erek,ADV,,,
asapar,asapar,,,,,,
awaskiwuč,awaskiwuč,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
861,,,,,,,
"medeďennen, - ďolemkerdu desčin.",,,,,,,
Очухалась — лежит на камне.,,,,,,,
,,,,,,,
medeďennen,medeďennen,,,,,,
",",,,,PUNCT,,,
-,,,,PUNCT,,,
ďolemkerdu,ďolemkerdu,,,,,,
desčin,desči-⊘-n,лежать-nfut-3sg,дэсчидэй,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
862,,,,,,,
erelə mu ɲanikmemelə.,,,,,,,
Вода кругом аж до небес.,,,,,,,
,,,,,,,
erelə,ere-lə,dem.prox-loc,erek,ADV,,,
mu,mu,вода,mɵ,NOUN,,,
ɲanikmemelə,ɲanikmemelə,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
863,,,,,,,
"čučitten ule, awgič akič asum.",,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
čučitten,čučitten,,,,,,
ule,ule,лиса,uličan,PROPN,,,
",",,,,PUNCT,,,
awgič,awgič,откуда,awgič,ADV,,,
akič,akič,,,,,,
asum,asu-m,сколько-acc,asun,ADV,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
864,,,,,,,
onnəmi akulďan bunəwečidden:,,,,,,,
Сидит Лиса и от тоски уныло подвывает:,,,,,,,
,,,,,,,
onnəmi,onnəmi,,,,,,
akulďan,akulďan,,,,,,
bunəwečidden,bunəwečidden,,,,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
865,,,,,,,
"ero mulan, kiso, men bileki, kiso.",,,,,,,
"Как мне жалко, кисо, места, где рыскала, кисо.",,,,,,,
,,,,,,,
ero,ero,вот,ero,PART,,,
mulan,mulan,,,,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
",",,,,PUNCT,,,
men,men,refl,meni,PRON,,,
bileki,bilek-i,место.жительства-poss.refl.sg,билэк,NOUN,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
866,,,,,,,
"ďuskeŋnəi, kiso, irgen bimnən, kiso.",,,,,,,
"По тундрам ровным, кисо, по лесу, сопкам, кисо.",,,,,,,
,,,,,,,
ďuskeŋnəi,ďuskeŋnəi,,,,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
",",,,,PUNCT,,,
irgen,irge-n,хвост-poss.3sg,irge,NOUN,,,
bimnən,bi-mnən,быть-prior,bidej,VERB,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
867,,,,,,,
"tar biden, namdu akawča tarkan čiŋellen bunənnəken, nan jami muduk nargačan dəlenďan.",,,,,,,
"И вот когда пленница моря начала уже взвизгивать замогильным голосом, из воды высунулась голова тюленя.",,,,,,,
,,,,,,,
tar,tar,dem.dist,tarak,ADV,,,
biden,bi-de-n,быть-purp-3sg,bidej,VERB,,,
",",,,,PUNCT,,,
namdu,namdu,,,,,,
akawča,akawča,,,,,,
tarkan,tarkan,наконец,tarkan,ADV,,,
čiŋellen,čiŋellen,,,,,,
bunənnəken,bunənnəken,,,,,,
",",,,,PUNCT,,,
nan,nan,и,,CCONJ,,,
jami,jami,почему,jami,ADV,,,
muduk,muduk,,,,,,
nargačan,nargačan,,,,,,
dəlenďan,dəle-nďa-n,голова-aug.amlr-poss.3sg,дыл,NOUN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
868,,,,,,,
"- jaw oŋennə, ule?",,,,,,,
— О чём это ты плачешь?,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
jaw,ja-w,что-acc,jak,NOUN,,,
oŋennə,oŋennə,,,,,,
",",,,,PUNCT,,,
ule,ule,лиса,uličan,PROPN,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
869,,,,,,,
- čajak!,,,,,,,
— Чаяк!,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
čajak,čajak,intj,čajak,INTJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
870,,,,,,,
"jaw dogurdənnə, ekičič unur inŋeďi?",,,,,,,
"Что ты мелешь, не разбери-поймёшь, языком!",,,,,,,
,,,,,,,
jaw,ja-w,что-acc,jak,NOUN,,,
dogurdənnə,dogurdənnə,,,,,,
",",,,,PUNCT,,,
ekičič,ekičič,,,,,,
unur,unu-r,понимать-cvb.neg,unudaj,VERB,,,
inŋeďi,inŋeďi,,,,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
871,,,,,,,
jak oŋeddem!,,,,,,,
И вовсе не плачу!,,,,,,,
,,,,,,,
jak,jak,что,jak,NOUN,,,
oŋeddem,oŋeddem,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
872,,,,,,,
"ečis dolder, kilto, on ikem ikewette.",,,,,,,
"Не слыхал, пучеглазый, как песни поют.",,,,,,,
,,,,,,,
ečis,e-či-s,neg.aux-pst-2sg,edej,VERB,,,
dolder,dolde-r,слышать-cvb.neg,doldadaj,VERB,,,
",",,,,PUNCT,,,
kilto,kilto,,,,,,
",",,,,PUNCT,,,
on,on,как,on,ADV,,,
ikem,ikem,,,,,,
ikewette,ikewette,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
873,,,,,,,
narga amaski gibenukannə.,,,,,,,
Тюлень нырнул обратно.,,,,,,,
,,,,,,,
narga,narga,нерпа,narga,NOUN,,,
amaski,amaski,обратно,amaski,ADV,,,
gibenukannə,gibenukannə,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
874,,,,,,,
tarakam ulet mergennə odəda oipten.,,,,,,,
Лиса тут и вовсе загорюнилась.,,,,,,,
,,,,,,,
tarakam,taraka-m,dem.dist-acc,tarak,ADV,,,
ulet,ulet,,,,,,
mergennə,mergennə,,,,,,
odəda,odəda,вовсе,,ADV,,,
oipten,oipten,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
875,,,,,,,
elekes itten inəw ogneriw nan tarakta ilewuč urren.,,,,,,,
"Только увидела живую душу, и та скрылась.",,,,,,,
,,,,,,,
elekes,elekes,сперва,elekes,ADV,,,
itten,it-te-n,видеть-nfut-3sg,ittej,VERB,,,
inəw,inə-w,день-acc,,NOUN,,,
ogneriw,ogneriw,,,,,,
nan,nan,и,,CCONJ,,,
tarakta,tarak=ta,dem.dist=add,tarak,ADV,,,
ilewuč,i-le=wuč,dem.q-loc=indef,irek,PRON,,,
urren,ur-re-n,уходить-nfut-3sg,ɵrdej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
876,,,,,,,
təkkel odə eləwnen g'eŋallen.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
təkkel,təkkel,теперь,,ADV,,,
odə,odə,ещёode,,ADV,,,
eləwnen,eləw=nen,истинный=emph,eliwun,ADJ,,,
g'eŋallen,g'eŋallen,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
877,,,,,,,
"on bi ďonďim, kiso, dəwuglə ďuskew, kiso, g'ekiw ďiplew, kiso...",,,,,,,
"Как я вспомню, кисо, густой березник, кисо, где много дичи, кисо...",,,,,,,
,,,,,,,
on,on,как,on,ADV,,,
bi,bi,я,bi,PRON,,,
ďonďim,ďonďim,,,,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
",",,,,PUNCT,,,
dəwuglə,dəwuglə,,,,,,
ďuskew,ďuskew,,,,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
",",,,,PUNCT,,,
g'ekiw,g'ekiw,,,,,,
ďiplew,ďiplew,,,,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
878,,,,,,,
"- ule, jami odəč eterennə?",,,,,,,
"— Лиса, ты уже рыдаешь?",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
ule,ule,лиса,uličan,PROPN,,,
",",,,,PUNCT,,,
jami,jami,почему,jami,ADV,,,
odəč,odə-č,ещё2-ins,odəč,ADV,,,
eterennə,eterennə,,,,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
879,,,,,,,
- čajak!,,,,,,,
— Чаяк!,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
čajak,čajak,intj,čajak,INTJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
880,,,,,,,
"awgič annə, jak bi oŋnem!",,,,,,,
"С чего ты взял, что я реву!",,,,,,,
,,,,,,,
awgič,awgič,откуда,awgič,ADV,,,
annə,annə,,,,,,
",",,,,PUNCT,,,
jak,jak,что,jak,NOUN,,,
bi,bi,я,bi,PRON,,,
oŋnem,oŋnem,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
881,,,,,,,
"erek ďomkečid-dem, adəwbeďi osikatu taŋnəwu.",,,,,,,
"Это я вспоминаю, сколько же звёзд я насчитала.",,,,,,,
,,,,,,,
erek,erek,dem.prox,erek,ADV,,,
ďomkečid-dem,,,,,,,
ďomkečid,ďomkečid,,,,,,
dem,dem,,,,,,
",",,,,PUNCT,,,
adəwbeďi,adəwbeďi,,,,,,
osikatu,osikat-u,звезда-acc,osikat,NOUN,,,
taŋnəwu,taŋnəwu,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
882,,,,,,,
- osikatu... ɲanindula?!,,,,,,,
— Звёзд... на небе?,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
osikatu,osikat-u,звезда-acc,osikat,NOUN,,,
...,,,,PUNCT,,,
ɲanindula,ɲanin-dula,небо-loc,,NOUN,,,
?,,,,PUNCT,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
883,,,,,,,
tarmajaw oktatət etennə taŋna.,,,,,,,
Так их же не сосчитаешь.,,,,,,,
,,,,,,,
tarmajaw,tarmajaw,,,,,,
oktatət,oktatət,,,,,,
etennə,etennə,,,,,,
taŋna,taŋna,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
884,,,,,,,
- er itte nan oinnə minu mergendə taŋačiddəw.,,,,,,,
"— Это ты и сбил меня, хотела в уме пересчитать.",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
er,er,dem.prox,erek,ADV,,,
itte,it-te-⊘,видеть-nfut-3pl,ittej,VERB,,,
nan,nan,и,,CCONJ,,,
oinnə,oinnə,,,,,,
minu,min-u,я.obl-acc,bi,PRON,,,
mergendə,mergen-də,думать-ptc.nfut,mergettej,VERB,,,
taŋačiddəw,taŋačiddəw,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
885,,,,,,,
"čas eleken, dolbe kamuw neič jaruďim.",,,,,,,
"Ладно, ночью снова начну.",,,,,,,
,,,,,,,
čas,čas,нуčas,,PART,,,
eleken,eleken,достаточный,eleken,ADJ,,,
",",,,,PUNCT,,,
dolbe,dolbe,ночь,dolba,NOUN,,,
kamuw,kamuw,ладно,,ADV,,,
neič,nei-č,новый-ins,снова,ADV,,,
jaruďim,jaru-ďi-m,проверять-fut-1sg,,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
886,,,,,,,
"awkariwu ukel, amalkariwu.",,,,,,,
"Правда, непривычно тут у вас.",,,,,,,
,,,,,,,
awkariwu,awkariwu,,,,,,
ukel,ukel,уже,ukal,ADV,,,
",",,,,PUNCT,,,
amalkariwu,amalkariwu,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
887,,,,,,,
- ero onteč...,,,,,,,
— Вот это да...,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
ero,ero,вот,ero,PART,,,
onteč,onteč,как.же,,ADV,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
888,,,,,,,
elenen on emnəs?,,,,,,,
Сюда-то как попала?!,,,,,,,
,,,,,,,
elenen,elenen,,,,,,
on,on,как,on,ADV,,,
emnəs,emnəs,,,,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
889,,,,,,,
- gusetenun ɲaninteki deggottəwu.,,,,,,,
— С Орлицей к небу летала.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
gusetenun,gusetenun,,,,,,
ɲaninteki,ɲaninteki,,,,,,
deggottəwu,deggottəwu,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
890,,,,,,,
oneken!,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
oneken,oneken,каково,oneken,ADJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
891,,,,,,,
tarma tadu kadag.,,,,,,,
Но там тесно.,,,,,,,
,,,,,,,
tarma,tarma,а.вот,tarma,ADV,,,
tadu,ta-du,dem.dist-dat,tarak,ADV,,,
kadag,kadag,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
892,,,,,,,
"osikatu tegenuk aj taŋaďiwmi, eten otar.",,,,,,,
"Звёзды лучше издалека считать, оно вернее.",,,,,,,
,,,,,,,
osikatu,osikat-u,звезда-acc,osikat,NOUN,,,
tegenuk,tegenuk,даль-abl.adv,tegenuk,NOUN,,,
aj,aj,хороший,aj,ADJ,,,
taŋaďiwmi,taŋaďiwmi,,,,,,
",",,,,PUNCT,,,
eten,e-t-te-n,neg.aux-prog-nfut-3sg,edej,VERB,,,
otar,otar,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
893,,,,,,,
temi nan gunəwu taraw deiŋi eweski emuden.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
temi,temi,поэтому,temi,ADV,,,
nan,nan,и,,CCONJ,,,
gunəwu,gu-nə-wu,сказать-pst-1sg,gɵndej,VERB,,,
taraw,tara-w,dem.dist-acc,tarak,ADV,,,
deiŋi,deiŋi,,,,,,
eweski,eweski,сюда,awaski,ADV,,,
emuden,emuden,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
894,,,,,,,
"ajďitta, nunuste ele edu.",,,,,,,
Потому и спустилась сюда.,,,,,,,
,,,,,,,
ajďitta,ajďit=ta,правда=add,ajd'it,NOUN,,,
",",,,,PUNCT,,,
nunuste,nunuste,,,,,,
ele,e-le,dem.prox-loc,erek,ADV,,,
edu,e-du,dem.prox-dat,erek,ADV,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
895,,,,,,,
- ero onteč...,,,,,,,
— Вот это да...,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
ero,ero,вот,ero,PART,,,
onteč,onteč,как.же,,ADV,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
896,,,,,,,
ew tačin...,,,,,,,
Надо же!,,,,,,,
,,,,,,,
ew,ew,intj,ew,INTJ,,,
tačin,tačin,так,tačin,ADV,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
897,,,,,,,
"- bi unet namgidalbe, unŋiw, jasalďiwusin ičulənnewu.",,,,,,,
"— Мне нужно ещё и морские, ваши, хотя бы глазом прикинуть.",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
bi,bi,я,bi,PRON,,,
unet,unet,ещё,unet,ADV,,,
namgidalbe,namgidalbe,,,,,,
",",,,,PUNCT,,,
unŋiw,unŋiw,,,,,,
",",,,,PUNCT,,,
jasalďiwusin,jasalďiwusin,,,,,,
ičulənnewu,ičulənnewu,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
898,,,,,,,
- ero onteč...,,,,,,,
— Вот это да...,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
ero,ero,вот,ero,PART,,,
onteč,onteč,как.же,,ADV,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
899,,,,,,,
ero jalgeləwan...,,,,,,,
Ну и дела...,,,,,,,
,,,,,,,
ero,ero,вот,ero,PART,,,
jalgeləwan,jalgeləwan,,,,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
900,,,,,,,
- tabač unette dumŋele.,,,,,,,
— И ведь ещё на суше.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
tabač,tabač,а.это,tabač,ADV,,,
unette,unet=te,ещё=add,unet,ADV,,,
dumŋele,dumŋele,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
901,,,,,,,
"mergemo, ireptu dəlďi arullottem.",,,,,,,
"Как подумаю, голова кругом идёт.",,,,,,,
,,,,,,,
mergemo,mergemo,,,,,,
",",,,,PUNCT,,,
ireptu,ireptu,conseq,ireptu,SCONJ,,,
dəlďi,dəl-ďi,голова-ins.poss.refl.sg,дыл,NOUN,,,
arullottem,arullottem,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
902,,,,,,,
"tala iwerče ineg oja, adəkaja unduk ele kirdele namna.",,,,,,,
"Там же их такая уйма, не то что вас в вашем грязном море.",,,,,,,
,,,,,,,
tala,ta-la,dem.dist-loc,tarak,ADV,,,
iwerče,iwerče,dem.q.attr,,ADJ,,,
ineg,ineg,dem.q.attr,irek,PRON,,,
oja,oja,,,,,,
",",,,,PUNCT,,,
adəkaja,adəkaja,,,,,,
unduk,un-duk,вы-abl,u,PRON,,,
ele,e-le,dem.prox-loc,erek,ADV,,,
kirdele,kirdele,,,,,,
namna,namna,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
903,,,,,,,
"- eďi, eďi... iwerennə.",,,,,,,
— Ну уж... не перегибай.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
eďi,e-ďi,neg.aux-imp,edej,VERB,,,
",",,,,PUNCT,,,
eďi,e-ďi,neg.aux-imp,edej,VERB,,,
...,,,,PUNCT,,,
iwerennə,iweren-nə,перегибать-cvb.neg,,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
904,,,,,,,
"nam g'elbatə, ďelgenkede ele miltere.",,,,,,,
"Море чистое, и зверя полно.",,,,,,,
,,,,,,,
nam,nam,море,nam,NOUN,,,
g'elbatə,g'elbatə,,,,,,
",",,,,PUNCT,,,
ďelgenkede,ďelgenkede,,,,,,
ele,e-le,dem.prox-loc,erek,ADV,,,
miltere,miltere,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
905,,,,,,,
"- okiw edu bisem, ilusalu, tək terenu ŋiwde ečiwu jasaldar.",,,,,,,
"— Вот сколько здесь сижу, аж замучилась, а никого так и не видела.",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
okiw,okiw,,,,,,
edu,e-du,dem.prox-dat,erek,ADV,,,
bisem,bi-se-m,быть-nfut-1sg,bidej,VERB,,,
",",,,,PUNCT,,,
ilusalu,ilusalu,,,,,,
",",,,,PUNCT,,,
tək,tək,сейчас,t'ek,ADV,,,
terenu,terenu,всё.ещё,terenu,ADV,,,
ŋiwde,ŋi-w=de,кто-acc=add,ŋi,NOUN,,,
ečiwu,e-či-wu,neg.aux-pst-1sg,edej,VERB,,,
jasaldar,jasal-da-r,глаз-act-cvb.neg,,NOUN,,,
